txno,    txndate,   custno, amount,      category,       product,                 city,     state,     spendby
4650,10-01-2011,4009292,124.83,Exercise & Fitness,Medicine Balls,Columbia,Missouri,credit
4651,10-01-2011,4001226,178.38,Team Sports,Baseball,Everett,Washington,credit
4652,07-25-2011,4002937,153.82,Indoor Games,Billiards,Baltimore,Maryland,credit
4653,09-06-2011,4001328,18.47,Team Sports,Football,Minneapolis,Minnesota,cash
4654,07-02-2011,4005163,157.22,Exercise & Fitness,Medicine Balls,New York,New York,credit
4655,04-20-2011,4007162,133.81,Outdoor Recreation,Golf,Gresham,Oregon,credit
4656,03-23-2011,4001702,173.71,Outdoor Recreation,Cycling,Seattle,Washington,credit
4657,10-30-2011,4009275,135.64,Water Sports,Water Polo,Columbus,Georgia,credit
4658,12-27-2011,4002150,92.5,Team Sports,Cheerleading,Bellevue,Washington,credit
4659,08-31-2011,4005424,48.34,Combat Sports,Boxing,Detroit,Michigan,cash
4660,07-07-2011,4002186,22.8,Indoor Games,Billiards,San Francisco,California,cash
4661,01-06-2011,4006094,110.22,Combat Sports,Martial Arts,Paterson,New Jersey,credit
4662,06-05-2011,4006953,98.05,Water Sports,Boating,Saint Paul,Minnesota,credit
4663,02-13-2011,4008785,143.29,Outdoor Recreation,Cycling,Jacksonville ,Florida,credit
4664,09-05-2011,4009434,166.85,Gymnastics,Vaulting Horses,Stamford,Connecticut,credit
4665,07-02-2011,4009449,122.66,Exercise & Fitness,Weightlifting Machine Accessories,Minneapolis,Minnesota,credit
4666,11-20-2011,4005424,141.51,Games,Dice Games,Colorado Springs,Colorado,credit
4667,05-25-2011,4008057,179.93,Games,Dice & Dice Sets,Centennial,Colorado,credit
4668,02-11-2011,4007015,144.95,Exercise & Fitness,Jump Ropes,Pittsburgh,Pennsylvania,credit
4669,04-04-2011,4008029,157.58,Outdoor Recreation,Golf,Columbia,Missouri,credit
4670,05-31-2011,4009969,105.75,Dancing,Ballet Bars,Rockford,Illinois,credit
4671,10-15-2011,4009111,48.45,Outdoor Recreation,Riding Scooters,Boise,Idaho,cash
4672,05-17-2011,4001980,143.6,Combat Sports,Boxing,Salt Lake City,Utah,credit
4673,02-22-2011,4003795,135.64,Combat Sports,Boxing,Austin,Texas,credit
4674,02-05-2011,4009414,15.14,Outdoor Recreation,Cycling,Bellevue,Washington,cash
4675,03-24-2011,4002736,80.22,Exercise & Fitness,Free Weight Bars,Miami,Florida,credit
4676,11-27-2011,4008508,169.07,Team Sports,Team Handball,Montgomery,Alabama,credit
4677,03-10-2011,4000665,82.59,Air Sports,Hang Gliding,Kansas City,Missouri,credit
4678,12-02-2011,4001182,68.57,Exercise & Fitness,Yoga & Pilates,Jacksonville ,Florida,credit
4679,01-02-2011,4005987,151.86,Outdoor Recreation,Shooting Games,Phoenix,Arizona,credit
4680,07-04-2011,4002108,77.1,Water Sports,Surfing,Stamford,Connecticut,credit
4681,04-06-2011,4007959,186.31,Games,Bingo Sets,Tampa,Florida,credit
4682,07-24-2011,4001810,137.27,Outdoor Play Equipment,Water Tables,Portland,Oregon,credit
4683,08-20-2011,4009231,178.22,Racquet Sports,Tennis,Berkeley,California,credit
4684,08-31-2011,4009197,101.16,Water Sports,Windsurfing,Denton,Texas,credit
4685,12-22-2011,4005048,78.44,Water Sports,Kitesurfing,Chattanooga,Tennessee,credit
4686,03-04-2011,4004635,10.79,Jumping,Trampoline Accessories,Alexandria  ,Virginia,cash
4687,06-16-2011,4007925,82.38,Winter Sports,Luge,Cincinnati,Ohio,credit
4688,03-14-2011,4005398,53.39,Games,Card Games,Jersey City,New Jersey,credit
4689,06-14-2011,4007948,116.83,Winter Sports,Snowmobiling,Madison,Wisconsin,credit
4690,06-07-2011,4001740,88.92,Winter Sports,Bobsledding,Jacksonville ,Florida,credit
4691,10-23-2011,4008614,188.57,Exercise & Fitness,Weight Benches,Irving,Texas,credit
4692,06-13-2011,4003209,151.91,Water Sports,Water Tubing,Seattle,Washington,credit
4693,07-02-2011,4006290,20.23,Exercise & Fitness,Stopwatches,Dallas,Texas,cash
4694,09-05-2011,4000380,150.39,Gymnastics,Gymnastics Rings,Pasadena,Texas,credit
4695,12-30-2011,4007907,144.79,Games,Bingo Sets,Oklahoma City,Oklahoma,credit
4696,07-10-2011,4008969,98.11,Outdoor Play Equipment,Slides,Durham,North Carolina,credit
4697,11-26-2011,4008476,191.47,Exercise & Fitness,Cardio Machine Accessories,Rockford,Illinois,credit
4698,02-15-2011,4002373,55.24,Indoor Games,Foosball,Cincinnati,Ohio,credit
4699,10-21-2011,4008844,179.53,Exercise & Fitness,Weightlifting Machines,Dayton,Ohio,credit
4700,09-01-2011,4009628,159.12,Jumping,Trampoline Accessories,Lowell,Massachusetts,credit
4701,09-01-2011,4002743,44.78,Games,Dice & Dice Sets,Omaha,Nebraska,credit
4702,05-28-2011,4001302,88.44,Gymnastics,Gymnastics Protective Gear,Honolulu  ,Hawaii,credit
4703,01-11-2011,4009887,112.16,Team Sports,Team Handball,Columbia,South Carolina,credit
4704,11-11-2011,4005323,133.21,Exercise & Fitness,Jump Ropes,Hartford,Connecticut,credit
4705,08-09-2011,4008199,87.84,Team Sports,Indoor Volleyball,Chattanooga,Tennessee,credit
4706,10-17-2011,4007443,15.26,Exercise & Fitness,Stopwatches,Everett,Washington,credit
4707,05-05-2011,4000084,74.35,Water Sports,Scuba Diving & Snorkeling,Hampton  ,Virginia,credit
4708,03-10-2011,4000599,194.4,Exercise & Fitness,Weightlifting Machine Accessories,Baltimore,Maryland,credit
4709,01-10-2011,4003468,87.88,Outdoor Recreation,Cycling,Clarksville,Tennessee,credit
4710,06-01-2011,4009034,116.95,Exercise & Fitness,Free Weights,Boston,Massachusetts,credit
4711,10-21-2011,4006410,184.38,Outdoor Recreation,Shooting Games,Kansas City,Kansas,credit
4712,04-23-2011,4007475,137.12,Air Sports,Hang Gliding,Berkeley,California,credit
4713,03-31-2011,4004777,145.9,Exercise & Fitness,Weightlifting Machine Accessories,Minneapolis,Minnesota,credit
4714,09-13-2011,4009329,75.43,Outdoor Play Equipment,Sandboxes,Saint Paul,Minnesota,credit
4715,07-26-2011,4009264,188.76,Exercise & Fitness,Weightlifting Belts,Memphis,Tennessee,credit
4716,09-23-2011,4005584,112.71,Games,Dice Games,Newark,New Jersey,credit
4717,03-26-2011,4004024,116.71,Exercise & Fitness,Weightlifting Gloves,Tampa,Florida,credit
4718,02-23-2011,4005342,75.62,Team Sports,Beach Volleyball,San Diego,California,credit
4719,07-07-2011,4000812,109.99,Outdoor Recreation,Riding Scooters,Orlando,Florida,credit
4720,12-28-2011,4000286,46.42,Games,Mahjong,Gilbert,Arizona,credit
4721,12-29-2011,4000410,6.54,Outdoor Play Equipment,Swing Sets,Huntsville,Alabama,credit
4722,03-14-2011,4001864,131.88,Water Sports,Scuba Diving & Snorkeling,Louisville,Kentucky,credit
4723,04-03-2011,4006685,191.13,Racquet Sports,Squash,Omaha,Nebraska,credit
4724,03-17-2011,4009102,141.36,Jumping,Pogo Sticks,San Antonio,Texas,credit
4725,04-10-2011,4005384,113.58,Water Sports,Whitewater Rafting,St. Petersburg,Florida,credit
4726,08-14-2011,4003185,11.66,Racquet Sports,Badminton,Hampton  ,Virginia,credit
4727,04-15-2011,4009218,122.29,Gymnastics,Gymnastics Protective Gear,Cincinnati,Ohio,credit
4728,08-03-2011,4009765,155.08,Indoor Games,Air Hockey,Saint Paul,Minnesota,credit
4729,08-25-2011,4000499,155.44,Outdoor Play Equipment,Swing Sets,Long Beach,California,credit
4730,05-10-2011,4002680,19.83,Water Sports,Life Jackets,Milwaukee,Wisconsin,credit
4731,03-17-2011,4004815,160.62,Games,Poker Chips & Sets,Pasadena,California,credit
4732,09-17-2011,4002222,169.56,Team Sports,Baseball,Clarksville,Tennessee,credit
4733,06-18-2011,4008140,85.89,Outdoor Recreation,Ice Climbing,Indianapolis ,Indiana,credit
4734,04-03-2011,4002063,120.7,Winter Sports,Snowmobiling,Centennial,Colorado,credit
4735,07-09-2011,4007007,174.29,Air Sports,Parachutes,Austin,Texas,credit
4736,04-26-2011,4005332,86.58,Team Sports,Football,St. Petersburg,Florida,credit
4737,10-26-2011,4001205,41.4,Jumping,Bungee Jumping,Irvine,California,credit
4738,05-30-2011,4001143,187.61,Outdoor Play Equipment,Sandboxes,Washington,District of Columbia,credit
4739,12-08-2011,4008680,57.36,Outdoor Play Equipment,Slides,Colorado Springs,Colorado,credit
4740,04-02-2011,4001517,127.87,Outdoor Recreation,Motorsports,Oklahoma City,Oklahoma,credit
4741,07-21-2011,4000585,36.19,Games,Portable Electronic Games,Midland,Texas,cash
4742,02-13-2011,4007745,30.4,Exercise & Fitness,Free Weights,Cleveland,Ohio,cash
4743,03-10-2011,4001590,51,Gymnastics,Gymnastics Rings,Columbia,Missouri,credit
4744,03-24-2011,4005070,117.79,Water Sports,Scuba Diving & Snorkeling,Minneapolis,Minnesota,credit
4745,02-21-2011,4004293,137.41,Gymnastics,Balance Beams,Las Vegas,Nevada,credit
4746,08-08-2011,4004508,56.27,Team Sports,Lacrosse,Nashville  ,Tennessee,credit
4747,10-24-2011,4003457,12.4,Games,Poker Chips & Sets,Pasadena,Texas,cash
4748,07-06-2011,4003046,190.87,Gymnastics,Vaulting Horses,Midland,Texas,credit
4749,08-03-2011,4009727,69.69,Team Sports,Indoor Volleyball,St. Petersburg,Florida,credit
4750,09-30-2011,4007334,72.26,Water Sports,Life Jackets,San Antonio,Texas,credit
4751,01-03-2011,4006467,61.26,Exercise & Fitness,Exercise Balls,Memphis,Tennessee,credit
4752,08-08-2011,4006005,102.16,Team Sports,Baseball,Nashville  ,Tennessee,credit
4753,09-06-2011,4002722,151.2,Exercise & Fitness,Cardio Machine Accessories,Reno,Nevada,credit
4754,01-20-2011,4004329,49.64,Exercise & Fitness,Weightlifting Machines,Clarksville,Tennessee,cash
4755,04-11-2011,4005533,189.08,Exercise & Fitness,Exercise Bands,New York,New York,credit
4756,03-25-2011,4006692,169.99,Outdoor Recreation,Equestrian,Chattanooga,Tennessee,credit
4757,04-09-2011,4000768,85.49,Exercise & Fitness,Exercise Balls,Rockford,Illinois,credit
4758,11-10-2011,4000709,20.86,Outdoor Play Equipment,Sandboxes,Irvine,California,cash
4759,08-07-2011,4004187,109.91,Gymnastics,Gymnastics Mats,Sacramento,California,credit
4760,09-21-2011,4005535,63.66,Outdoor Recreation,Fishing,Nashville  ,Tennessee,credit
4761,01-25-2011,4002899,70.94,Team Sports,Curling,Columbus,Georgia,credit
4762,09-29-2011,4008862,68.46,Racquet Sports,Squash,Montgomery,Alabama,credit
4763,10-23-2011,4007147,185.99,Winter Sports,Snowmobiling,Kansas City,Kansas,credit
4764,12-07-2011,4007393,47.34,Gymnastics,Springboards,Chicago,Illinois,cash
4765,12-17-2011,4001232,106.62,Indoor Games,Bowling,Bellevue,Washington,credit
4766,08-20-2011,4008695,188.4,Gymnastics,Vaulting Horses,Everett,Washington,credit
4767,01-29-2011,4003255,70.08,Winter Sports,Snowmobiling,Houston,Texas,credit
4768,05-14-2011,4005199,146.62,Exercise & Fitness,Abdominal Equipment,Memphis,Tennessee,credit
4769,12-11-2011,4007591,55.45,Exercise & Fitness,Exercise Balls,St. Petersburg,Florida,credit
4770,10-17-2011,4004720,100.78,Indoor Games,Table Shuffleboard,Dayton,Ohio,credit
4771,10-16-2011,4008516,145.63,Team Sports,Indoor Volleyball,Jacksonville ,Florida,credit
4772,02-20-2011,4001701,140.06,Winter Sports,Cross-Country Skiing,Columbia,Missouri,credit
4773,08-24-2011,4007058,12.38,Team Sports,Football,Brownsville,Texas,cash
4774,05-16-2011,4008207,61.3,Winter Sports,Luge,Chicago,Illinois,credit
4775,08-27-2011,4003990,133.93,Team Sports,Softball,New Orleans,Louisiana,credit
4776,09-30-2011,4008984,190.38,Games,Portable Electronic Games,Lowell,Massachusetts,credit
4777,10-28-2011,4000620,101.9,Water Sports,Water Tubing,Kansas City,Missouri,credit
4778,07-16-2011,4006484,129.82,Outdoor Recreation,Rock Climbing,Charleston,South Carolina,credit
4779,05-12-2011,4002269,126.59,Team Sports,Cricket,Detroit,Michigan,credit
4780,04-06-2011,4004558,18.32,Outdoor Recreation,Cycling,Columbus,Ohio,cash
4781,06-03-2011,4002457,20.74,Outdoor Recreation,Running,Lincoln,Nebraska,cash
4782,09-01-2011,4008323,49.28,Winter Sports,Cross-Country Skiing,Paterson,New Jersey,cash
4783,03-21-2011,4005357,64.13,Team Sports,Basketball,Colorado Springs,Colorado,credit
4784,10-30-2011,4009017,26.23,Winter Sports,Cross-Country Skiing,Atlanta,Georgia,cash
4785,06-08-2011,4006316,83.11,Team Sports,Cheerleading,Los Angeles,California,credit
4786,02-18-2011,4006566,59.13,Games,Dominoes,Minneapolis,Minnesota,credit
4787,12-07-2011,4008646,195.72,Water Sports,Bodyboarding,Jersey City,New Jersey,credit
4788,11-08-2011,4005931,29.22,Games,Portable Electronic Games,Denton,Texas,cash
4789,05-14-2011,4003690,196.8,Indoor Games,Billiards,Las Vegas,Nevada,credit
4790,06-20-2011,4002528,71.13,Outdoor Recreation,Cycling,Pasadena,California,credit
4791,12-19-2011,4002564,21.81,Winter Sports,Sledding,Plano,Texas,cash
4792,03-01-2011,4007458,83.27,Gymnastics,Gymnastics Bars,Plano,Texas,credit
4793,02-12-2011,4002065,14.75,Outdoor Recreation,Rock Climbing,St. Louis  ,Missouri,cash
4794,09-14-2011,4006172,33.46,Combat Sports,Fencing,Baltimore,Maryland,cash
4795,02-12-2011,4005939,40.62,Outdoor Recreation,Lawn Games,Stamford,Connecticut,cash
4796,11-30-2011,4006787,162.03,Indoor Games,Foosball,Stamford,Connecticut,credit
4797,11-07-2011,4001157,42.42,Dancing,Ballet Bars,Louisville,Kentucky,cash
4798,08-02-2011,4005693,60.13,Exercise & Fitness,Exercise Balls,Buffalo,New York,credit
4799,07-19-2011,4008235,40.84,Outdoor Recreation,Cycling,Baltimore,Maryland,cash
4800,09-03-2011,4006470,183.15,Winter Sports,Sledding,Irving,Texas,credit
4801,11-24-2011,4000219,72.06,Team Sports,Indoor Volleyball,Midland,Texas,credit
4802,03-29-2011,4004575,22.86,Gymnastics,Gymnastics Protective Gear,McKinney,Texas,credit
4803,12-10-2011,4003899,71.54,Games,Mahjong,Sacramento,California,credit
4804,05-03-2011,4005362,9.62,Winter Sports,Snowshoeing,Seattle,Washington,credit
4805,08-25-2011,4003180,50.73,Team Sports,Rugby,Bellevue,Washington,credit
4806,08-14-2011,4005860,110.81,Dancing,Ballet Bars,Jacksonville ,Florida,credit
4807,04-21-2011,4008321,141.77,Team Sports,Cricket,Omaha,Nebraska,credit
4808,02-10-2011,4006676,107.58,Jumping,Jumping Stilts,Lowell,Massachusetts,credit
4809,04-10-2011,4001876,119,Combat Sports,Fencing,Plano,Texas,credit
4810,10-01-2011,4006104,120.96,Winter Sports,Snowshoeing,Colorado Springs,Colorado,credit
4811,11-10-2011,4000001,180.35,Outdoor Play Equipment,Water Tables,Brownsville,Texas,credit
4812,10-22-2011,4000126,119.09,Exercise & Fitness,Gym Mats,Minneapolis,Minnesota,credit
4813,05-23-2011,4007100,137.95,Exercise & Fitness,Foam Rollers,Kansas City,Kansas,credit
4814,04-12-2011,4003826,182.44,Outdoor Recreation,Equestrian,Columbia,South Carolina,credit
4815,07-20-2011,4008571,7.55,Exercise & Fitness,Stopwatches,Cleveland,Ohio,credit
4816,01-14-2011,4006081,111.41,Team Sports,Rugby,Kansas City,Kansas,credit
4817,10-22-2011,4005294,121.81,Water Sports,Towed Water Sports,Santa Ana,California,credit
4818,05-27-2011,4005337,132.33,Games,Dice & Dice Sets,Buffalo,New York,credit
4819,11-03-2011,4005691,173.28,Water Sports,Whitewater Rafting,Salt Lake City,Utah,credit
4820,09-19-2011,4009297,198.74,Jumping,Trampoline Accessories,El Paso,Texas,credit
4821,03-29-2011,4005153,53.83,Team Sports,Lacrosse,Reno,Nevada,credit
4822,07-28-2011,4006696,103.64,Games,Bingo Sets,Boise,Idaho,credit
4823,01-02-2011,4007106,117.05,Gymnastics,Vaulting Horses,Reno,Nevada,credit
4824,07-29-2011,4004894,187.4,Team Sports,Basketball,Gilbert,Arizona,credit
4825,02-18-2011,4002131,137.57,Games,Bingo Sets,Huntsville,Alabama,credit
4826,08-25-2011,4000876,192.38,Winter Sports,Snowboarding,Rockford,Illinois,credit
4827,06-26-2011,4008117,92.66,Gymnastics,Pommel Horses,El Paso,Texas,credit
4828,10-27-2011,4009346,32.07,Gymnastics,Pommel Horses,Anaheim,California,credit
4829,10-31-2011,4000367,95.61,Water Sports,Wetsuits,Buffalo,New York,credit
4830,06-08-2011,4003331,85.74,Outdoor Play Equipment,Slides,Scottsdale,Arizona,credit
4831,10-16-2011,4006678,40.99,Outdoor Recreation,Geocaching,Newark,New Jersey,credit
4832,04-21-2011,4009180,58.1,Air Sports,Parachutes,Alexandria  ,Virginia,credit
4833,12-04-2011,4007574,177.01,Gymnastics,Pommel Horses,Oklahoma City,Oklahoma,credit
4834,07-21-2011,4003638,117.29,Exercise & Fitness,Weightlifting Gloves,Oakland,California,credit
4835,01-25-2011,4001506,56.59,Jumping,Trampolines,Lexington,Kentucky,credit
4836,10-18-2011,4004820,28.42,Exercise & Fitness,Gym Mats,Rockford,Illinois,credit
4837,11-03-2011,4006784,109.27,Combat Sports,Fencing,Coral Springs,Florida,credit
4838,08-22-2011,4004923,51.95,Outdoor Play Equipment,Water Tables,Columbia,Missouri,credit
4839,08-18-2011,4009861,183.69,Exercise & Fitness,Weight Benches,Stamford,Connecticut,credit
4840,12-29-2011,4007247,163.52,Outdoor Recreation,Shooting Games,Hampton  ,Virginia,credit
4841,12-09-2011,4006244,94.79,Exercise & Fitness,Weightlifting Machine Accessories,Alexandria  ,Virginia,credit
4842,10-31-2011,4005417,104.91,Outdoor Recreation,Shooting Games,Omaha,Nebraska,credit
4843,11-07-2011,4007574,74.59,Water Sports,Boating,Lowell,Massachusetts,credit
4844,11-29-2011,4008439,143.36,Racquet Sports,Badminton,Cincinnati,Ohio,credit
4845,09-17-2011,4001932,75.58,Outdoor Recreation,Golf,Santa Ana,California,credit
4846,02-24-2011,4009102,37.49,Exercise & Fitness,Exercise Balls,Columbia,South Carolina,cash
4847,02-18-2011,4001822,42.84,Team Sports,Indoor Volleyball,Washington,District of Columbia,cash
4848,02-21-2011,4007855,62.33,Water Sports,Water Polo,Boise,Idaho,credit
4849,03-11-2011,4003612,99.15,Winter Sports,Snowmobiling,Birmingham,Alabama,credit
4850,05-08-2011,4000873,191.5,Exercise & Fitness,Medicine Balls,McKinney,Texas,credit
4851,03-02-2011,4007814,150.49,Puzzles,Jigsaw Puzzles,Overland Park,Kansas,credit
4852,05-31-2011,4008120,46.03,Water Sports,Life Jackets,Vancouver,Washington,cash
4853,06-16-2011,4004505,167.1,Games,Poker Chips & Sets,Honolulu  ,Hawaii,credit
4854,03-24-2011,4007541,65.05,Indoor Games,Table Shuffleboard,Lexington,Kentucky,credit
4855,05-07-2011,4001664,148.18,Exercise & Fitness,Cardio Machine Accessories,Charleston,South Carolina,credit
4856,05-19-2011,4007156,72.94,Indoor Games,Foosball,St. Petersburg,Florida,credit
4857,11-02-2011,4001291,181.29,Combat Sports,Fencing,Madison,Wisconsin,credit
4858,01-08-2011,4003790,12.89,Exercise & Fitness,Gym Mats,Irvine,California,cash
4859,12-29-2011,4004206,58.05,Indoor Games,Billiards,Anaheim,California,credit
4860,05-24-2011,4002039,144.01,Team Sports,Softball,Minneapolis,Minnesota,credit
4861,07-14-2011,4008062,161.22,Outdoor Play Equipment,Swing Sets,Overland Park,Kansas,credit
4862,12-17-2011,4002158,93.53,Water Sports,Wetsuits,Phoenix,Arizona,credit
4863,12-03-2011,4009785,68.81,Gymnastics,Gymnastics Rings,Scottsdale,Arizona,credit
4864,05-02-2011,4003807,134.6,Outdoor Recreation,Hunting,Newark,New Jersey,credit
4865,05-30-2011,4009169,129.15,Water Sports,Scuba Diving & Snorkeling,Stamford,Connecticut,credit
4866,05-22-2011,4007015,77.39,Outdoor Recreation,Geocaching,Lowell,Massachusetts,credit
4867,02-22-2011,4001578,173.27,Outdoor Recreation,Lawn Games,Bellevue,Washington,credit
4868,03-24-2011,4007803,5.36,Water Sports,Water Tubing,Chicago,Illinois,cash
4869,03-03-2011,4004499,92.84,Racquet Sports,Badminton,Reno,Nevada,credit
4870,01-14-2011,4003304,101.6,Team Sports,Football,Montgomery,Alabama,credit
4871,07-28-2011,4002881,137.43,Team Sports,Rugby,Louisville,Kentucky,credit
4872,06-14-2011,4007715,57.38,Exercise & Fitness,Weightlifting Machines,Salem,Oregon,credit
4873,05-18-2011,4003725,83.47,Gymnastics,Gymnastics Bars,Plano,Texas,credit
4874,05-19-2011,4005684,151.46,Exercise & Fitness,Cardio Machine Accessories,Indianapolis ,Indiana,credit
4875,03-19-2011,4009773,116.19,Outdoor Recreation,Equestrian,Plano,Texas,credit
4876,11-02-2011,4008616,126.01,Games,Poker Chips & Sets,El Paso,Texas,credit
4877,09-17-2011,4006020,179.3,Team Sports,Softball,Paterson,New Jersey,credit
4878,11-14-2011,4000831,26.75,Exercise & Fitness,Free Weights,Everett,Washington,cash
